Date,Open,High,Low,Close,Adj Close,Volume
2019-05-31,65900.0,66900.0,64700.0,65300.0,61682.9453125,3191350
2019-06-03,65200.0,67200.0,64200.0,66600.0,62910.94921875,4020572
2019-06-04,66500.0,66700.0,65100.0,65100.0,61494.02734375,2892681
2019-06-05,66900.0,67600.0,64900.0,65100.0,61494.02734375,4832796
2019-06-07,65200.0,66000.0,64600.0,65400.0,61777.41015625,2355869
2019-06-10,66100.0,67000.0,65800.0,66800.0,63099.87109375,3091757
2019-06-11,66900.0,67800.0,66700.0,67200.0,63477.69921875,2429182
2019-06-12,66800.0,67100.0,65700.0,65700.0,62060.79296875,2437640
2019-06-13,64900.0,65100.0,63300.0,63500.0,59982.6484375,5947811
2019-06-14,63200.0,64000.0,62600.0,63100.0,59604.80859375,3686472
2019-06-17,62800.0,63800.0,62400.0,63700.0,60171.578125,2435039
2019-06-18,63800.0,64200.0,63300.0,63400.0,59888.19140625,1549497
2019-06-19,65800.0,67300.0,65200.0,67200.0,63477.69921875,6230370
2019-06-20,67200.0,67400.0,66200.0,67300.0,63572.1640625,2773637
2019-06-21,67100.0,67300.0,65900.0,65900.0,62249.71875,2403002
2019-06-24,65900.0,67400.0,65600.0,66900.0,63194.32421875,2164462
2019-06-25,66700.0,67400.0,66300.0,66700.0,63005.390625,1873766
2019-06-26,68300.0,69600.0,67900.0,68900.0,65083.55078125,5024201
2019-06-27,70100.0,71600.0,69700.0,70200.0,66311.5390625,5361201
2019-06-28,70900.0,70900.0,68400.0,69500.0,65650.3125,3117569
2019-07-01,71000.0,71000.0,69700.0,70000.0,66122.6171875,3538183
2019-07-02,69700.0,71700.0,69100.0,71400.0,67445.0625,2495399
2019-07-03,71100.0,71700.0,69000.0,69100.0,65272.453125,2790684
2019-07-04,69600.0,70700.0,69300.0,70200.0,66311.5390625,1503707
2019-07-05,70300.0,71000.0,68400.0,68400.0,64611.23828125,2043271
2019-07-08,66400.0,68000.0,66200.0,67400.0,63666.62890625,2202260
2019-07-09,68400.0,70500.0,67900.0,69800.0,65933.671875,2912514
2019-07-10,71500.0,73400.0,71000.0,72900.0,68861.96875,4346179
2019-07-11,74000.0,75500.0,74000.0,75500.0,71317.96875,5111929
2019-07-12,75600.0,75800.0,74400.0,74700.0,70562.2734375,2638271
2019-07-15,74500.0,76500.0,74400.0,76200.0,71979.171875,2122090
2019-07-16,74800.0,76500.0,74800.0,76100.0,71884.7109375,2450278
2019-07-17,74600.0,75200.0,74000.0,74600.0,70467.8125,2805672
2019-07-18,74300.0,75200.0,73900.0,74700.0,70562.2734375,1902110
2019-07-19,75900.0,77000.0,75600.0,76800.0,72545.953125,2635348
2019-07-22,77800.0,79200.0,77000.0,78400.0,74057.3203125,3213786
2019-07-23,79700.0,80700.0,78200.0,78800.0,74435.1640625,4814941
2019-07-24,78800.0,80200.0,77100.0,77600.0,73301.640625,3562342
2019-07-25,79700.0,80400.0,77700.0,79200.0,74813.015625,3963383
2019-07-26,78100.0,80300.0,78000.0,79800.0,75379.78125,3095260
2019-07-29,79000.0,79400.0,76500.0,77000.0,72734.875,2616782
2019-07-30,78200.0,80000.0,77700.0,78900.0,74529.6171875,2371300
2019-07-31,78000.0,79100.0,75300.0,76900.0,72640.4140625,3712241
2019-08-01,75300.0,78700.0,75300.0,77700.0,73396.0859375,3397831
2019-08-02,75400.0,76800.0,74900.0,76100.0,71884.7109375,4845952
2019-08-05,75500.0,76000.0,74900.0,75400.0,71223.4921875,2889902
2019-08-06,73100.0,73900.0,71900.0,72000.0,68011.8359375,5008247
2019-08-07,72000.0,74300.0,72000.0,73300.0,69239.8203125,2692841
2019-08-08,73600.0,74500.0,72000.0,72300.0,68295.21875,2943206
2019-08-09,73200.0,74100.0,72300.0,73300.0,69239.8203125,2100380
2019-08-12,73700.0,75000.0,73500.0,74500.0,70373.34375,1254926
2019-08-13,74000.0,75100.0,73700.0,74500.0,70373.34375,1304708
2019-08-14,77200.0,77900.0,76200.0,76900.0,72640.4140625,2561643
2019-08-16,75800.0,76400.0,75100.0,76400.0,72168.109375,2015785
2019-08-19,77300.0,77500.0,74800.0,75100.0,70940.109375,1591728
2019-08-20,75500.0,76600.0,75100.0,76400.0,72168.109375,1694275
2019-08-21,75900.0,76900.0,75500.0,75800.0,71601.34375,1898789
2019-08-22,75300.0,76000.0,73800.0,73800.0,69712.125,2309550
2019-08-23,73500.0,75200.0,73400.0,74400.0,70278.875,1695532
2019-08-26,72600.0,73000.0,71500.0,71800.0,67822.8984375,2645491
2019-08-27,72500.0,73700.0,72500.0,73000.0,68956.4375,2512610
2019-08-28,73500.0,73700.0,72500.0,73300.0,69239.8203125,1380522
2019-08-29,73500.0,74100.0,72000.0,73300.0,69239.8203125,2050860
2019-08-30,74600.0,78000.0,74600.0,77400.0,73112.71875,3839246
2019-09-02,77000.0,78200.0,76500.0,77600.0,73301.640625,1431352
2019-09-03,77200.0,77600.0,76300.0,77000.0,72734.875,1611563
2019-09-04,77400.0,80000.0,77300.0,80000.0,75568.6796875,2723541
2019-09-05,81400.0,83000.0,81200.0,83000.0,78402.5234375,4068631
2019-09-06,84000.0,84000.0,81500.0,81900.0,77363.453125,2418057
2019-09-09,83100.0,84600.0,82500.0,84300.0,79630.5234375,2642174
2019-09-10,84200.0,84200.0,82700.0,83100.0,78496.984375,1761883
2019-09-11,83400.0,84300.0,81300.0,82600.0,78024.6796875,3650902
2019-09-16,81000.0,81000.0,79000.0,79500.0,75096.390625,5174391
2019-09-17,80000.0,80400.0,79100.0,79400.0,75001.9375,2538780
2019-09-18,80100.0,80600.0,79500.0,80200.0,75757.625,2706678
2019-09-19,80600.0,82700.0,80300.0,82700.0,78119.1328125,3612220
2019-09-20,82800.0,83400.0,82100.0,82200.0,77646.8359375,2447172
2019-09-23,81900.0,83300.0,81900.0,82800.0,78213.609375,1413663
2019-09-24,82500.0,83500.0,81400.0,83400.0,78780.3671875,1662830
2019-09-25,82200.0,82800.0,81500.0,81900.0,77363.453125,1644881
2019-09-26,83000.0,83500.0,82500.0,83300.0,78685.90625,1734941
2019-09-27,80200.0,81500.0,80100.0,81400.0,76891.1484375,2625620
2019-09-30,80600.0,82900.0,80400.0,82200.0,77646.8359375,2442478
2019-10-01,81800.0,82500.0,81700.0,82000.0,77457.9140625,2370210
2019-10-02,81600.0,81600.0,79500.0,79500.0,75096.390625,2188097
2019-10-04,78900.0,81300.0,78900.0,80300.0,75852.0703125,2430603
2019-10-07,80700.0,81700.0,79800.0,80300.0,75852.0703125,1229105
2019-10-08,80400.0,81100.0,79400.0,80900.0,76418.84375,1816880
2019-10-10,78900.0,79600.0,78100.0,79000.0,74624.0859375,4389324
2019-10-11,79800.0,80500.0,79400.0,80000.0,75568.6796875,2186536
2019-10-14,82000.0,82300.0,80400.0,80500.0,76041.0,1972409
2019-10-15,80700.0,81700.0,80500.0,81200.0,76702.2265625,1518810
2019-10-16,82400.0,82700.0,81900.0,82400.0,77835.765625,2436269
2019-10-17,82000.0,82200.0,80600.0,81000.0,76513.296875,1713942
2019-10-18,81500.0,81700.0,77300.0,77400.0,73112.71875,13625664
2019-10-21,77800.0,78400.0,77100.0,77500.0,73207.1875,2096581
2019-10-22,78900.0,79300.0,78200.0,79100.0,74718.5546875,3453958
2019-10-23,78500.0,78600.0,77700.0,77700.0,73396.0859375,5373911
2019-10-24,79900.0,80100.0,78700.0,80000.0,75568.6796875,3076100
2019-10-25,82400.0,82900.0,81500.0,82900.0,78308.0625,4229200
2019-10-28,83400.0,84000.0,82600.0,82900.0,78308.0625,1977758
2019-10-29,84000.0,84000.0,82900.0,83000.0,78402.5234375,1645070
2019-10-30,83400.0,83400.0,81000.0,81500.0,76985.59375,1927042
2019-10-31,81900.0,83400.0,81600.0,82000.0,77457.9140625,1978755
2019-11-01,82300.0,83200.0,81600.0,83100.0,78496.984375,1848046
2019-11-04,84000.0,84900.0,83800.0,84700.0,80008.359375,2182879
2019-11-05,85100.0,85400.0,84600.0,85100.0,80386.1953125,1953720
2019-11-06,84800.0,85200.0,83500.0,83500.0,78874.8203125,2127745
2019-11-07,83700.0,84300.0,82800.0,83600.0,78969.265625,1594558
2019-11-08,84600.0,84600.0,82000.0,82300.0,77741.3046875,2074339
2019-11-11,82500.0,82500.0,80700.0,81300.0,76796.6953125,2174477
2019-11-12,81900.0,83200.0,81300.0,83200.0,78591.4453125,1555211
2019-11-13,83300.0,83600.0,82300.0,83400.0,78780.3671875,1370289
2019-11-14,83200.0,83800.0,82900.0,83400.0,78780.3671875,1517137
2019-11-15,84200.0,85200.0,83400.0,85200.0,80480.6640625,2394138
2019-11-18,86000.0,86500.0,84700.0,85500.0,80764.046875,1827506
2019-11-19,85400.0,86000.0,84600.0,85300.0,80575.109375,2260299
2019-11-20,84400.0,85200.0,82600.0,82700.0,78119.1328125,3315169
2019-11-21,81700.0,82500.0,80500.0,80900.0,76418.84375,3346746
2019-11-22,80900.0,82100.0,80700.0,81700.0,77174.5390625,2089767
2019-11-25,82300.0,83300.0,81500.0,81700.0,77174.5390625,2602474
2019-11-26,82000.0,84100.0,82000.0,82300.0,77741.3046875,4521090
2019-11-27,82400.0,83200.0,82000.0,82700.0,78119.1328125,1326621
2019-11-28,83100.0,83800.0,82500.0,82800.0,78213.609375,1413983
2019-11-29,82500.0,82800.0,80700.0,80900.0,76418.84375,2139440
2019-12-02,80900.0,81800.0,80500.0,80500.0,76041.0,1945991
2019-12-03,78100.0,79300.0,77300.0,78700.0,74340.7109375,11657151
2019-12-04,78000.0,78100.0,76800.0,77700.0,73396.0859375,6164549
2019-12-05,79800.0,79900.0,78000.0,78800.0,74435.1640625,3667358
2019-12-06,79300.0,80800.0,79100.0,80600.0,76135.4609375,3054204
2019-12-09,81300.0,81800.0,80700.0,80700.0,76229.921875,2290088
2019-12-10,79800.0,80900.0,79400.0,80700.0,76229.921875,1831960
2019-12-11,80700.0,81000.0,80100.0,80600.0,76135.4609375,2009331
2019-12-12,82000.0,83500.0,82000.0,83400.0,78780.3671875,5247299
2019-12-13,87200.0,88200.0,85800.0,87900.0,83031.109375,5831965
2019-12-16,87200.0,89400.0,87000.0,88600.0,83692.3359375,2652685
2019-12-17,91000.0,93800.0,90200.0,92800.0,87659.6875,5070618
2019-12-18,93400.0,94500.0,91800.0,93000.0,87848.6171875,3434310
2019-12-19,95400.0,96400.0,93400.0,93600.0,88415.3671875,4938375
2019-12-20,94100.0,95100.0,93700.0,95000.0,89737.8359375,2791176
2019-12-23,95800.0,96200.0,94100.0,94600.0,89359.984375,1720279
2019-12-24,95000.0,95600.0,93800.0,93800.0,88604.3046875,1464093
2019-12-26,94000.0,95100.0,93500.0,94800.0,89548.90625,1559839
2019-12-27,94800.0,97000.0,94200.0,96000.0,91649.1953125,2229470
2019-12-30,95600.0,96300.0,94100.0,94100.0,89835.3125,1862634
2020-01-02,96000.0,96200.0,94100.0,94700.0,90408.1328125,2342070
2020-01-03,96500.0,97900.0,94300.0,94500.0,90217.171875,3021380
2020-01-06,93000.0,95300.0,92800.0,94300.0,90026.25,2577573
2020-01-07,94500.0,95400.0,94000.0,94000.0,89739.84375,2489429
2020-01-08,96400.0,99500.0,95200.0,97400.0,92985.7578125,7014748
2020-01-09,98900.0,99000.0,97400.0,99000.0,94513.234375,3586413
2020-01-10,99100.0,99700.0,97900.0,98900.0,94417.765625,2867925
2020-01-13,99000.0,101000.0,98000.0,100500.0,95945.25,2242008
2020-01-14,101500.0,103500.0,99900.0,100500.0,95945.25,2913343
2020-01-15,99900.0,99900.0,98000.0,98200.0,93749.5,2745625
2020-01-16,97400.0,99400.0,97400.0,99200.0,94704.1796875,2824804
2020-01-17,100500.0,101500.0,98800.0,99000.0,94513.234375,2246394
2020-01-20,100000.0,101000.0,99600.0,99900.0,95372.453125,1781639
2020-01-21,100500.0,100500.0,99000.0,99300.0,94799.6484375,1483291
2020-01-22,99000.0,101000.0,99000.0,101000.0,96422.5859375,2257478
2020-01-23,101000.0,101000.0,98200.0,98700.0,94226.84375,2780104
2020-01-28,95500.0,96900.0,95000.0,96300.0,91935.59375,3630362
2020-01-29,96900.0,99000.0,96700.0,97900.0,93463.078125,2741459
2020-01-30,97800.0,97800.0,93800.0,94000.0,89739.84375,3223436
2020-01-31,94500.0,97500.0,93500.0,93500.0,89262.5,4597139
2020-02-03,91800.0,95600.0,91500.0,94700.0,90408.1328125,3725535
2020-02-04,94800.0,97500.0,94500.0,97100.0,92699.3515625,3169743
2020-02-05,99300.0,99300.0,96900.0,97700.0,93272.15625,2911995
2020-02-06,98900.0,101000.0,98300.0,100500.0,95945.25,2861441
2020-02-07,100000.0,100500.0,98400.0,99300.0,94799.6484375,1827393
2020-02-10,98000.0,99200.0,97400.0,98800.0,94322.3125,1825648
2020-02-11,99900.0,100500.0,99000.0,99800.0,95276.96875,1820578
2020-02-12,100500.0,101000.0,99100.0,100000.0,95467.9296875,2616573
2020-02-13,101000.0,103500.0,100500.0,102000.0,97377.28125,3519491
2020-02-14,101500.0,105000.0,101000.0,104500.0,99763.9765625,1893163
2020-02-17,104500.0,106000.0,103500.0,105000.0,100241.3125,1190162
2020-02-18,104000.0,104500.0,101500.0,102000.0,97377.28125,2789667
2020-02-19,102500.0,103500.0,101000.0,103500.0,98809.2890625,2315634
2020-02-20,104500.0,106000.0,102500.0,104000.0,99286.640625,3093782
2020-02-21,101500.0,103500.0,101000.0,103000.0,98331.9609375,4064719
2020-02-24,100500.0,100500.0,98900.0,99500.0,94990.578125,5550758
2020-02-25,97800.0,99100.0,96400.0,98000.0,93558.5546875,6594059
2020-02-26,95500.0,96100.0,94400.0,94600.0,90312.6484375,6405409
2020-02-27,94700.0,95300.0,92200.0,92800.0,88594.234375,4644449
2020-02-28,91000.0,92200.0,87700.0,87900.0,83916.3046875,8171939
2020-03-02,90000.0,93100.0,88300.0,92100.0,87925.9453125,6382279
2020-03-03,95000.0,95100.0,92400.0,92800.0,88594.234375,5573006
2020-03-04,91300.0,95000.0,91300.0,94300.0,90026.25,4984561
2020-03-05,95200.0,95900.0,93800.0,94900.0,90599.0546875,4028776
2020-03-06,93300.0,94300.0,92000.0,92600.0,88403.2890625,3281612
2020-03-09,92600.0,92600.0,92600.0,92600.0,88403.2890625,0
2020-03-10,86900.0,89400.0,86600.0,89100.0,85061.9140625,6579153
2020-03-11,88200.0,88500.0,85100.0,85500.0,81625.0703125,5226251
2020-03-12,83800.0,84600.0,79600.0,82800.0,79047.4375,8191818
2020-03-13,76900.0,84700.0,76000.0,82500.0,78761.0390625,8160758
2020-03-16,83700.0,84800.0,80400.0,80600.0,76947.140625,5097762
2020-03-17,77500.0,83100.0,77000.0,80400.0,76756.21875,7107436
2020-03-18,81600.0,82500.0,73000.0,73100.0,69787.0390625,7949482
2020-03-19,75500.0,75800.0,65800.0,69000.0,65872.8671875,11140367
2020-03-20,71800.0,76200.0,70100.0,74800.0,71410.015625,8750101
2020-03-23,69700.0,71600.0,68000.0,69400.0,66254.734375,8192363
2020-03-24,73000.0,78800.0,72100.0,78700.0,75133.2578125,7247345
2020-03-25,82000.0,84700.0,79800.0,84500.0,80670.390625,8787217
2020-03-26,85000.0,87900.0,80400.0,80700.0,77042.6015625,7895289
2020-03-27,85700.0,85700.0,80500.0,83300.0,79524.7734375,8085695
2020-03-30,81000.0,84900.0,80000.0,83700.0,79906.6484375,5270037
2020-03-31,84000.0,85500.0,82000.0,83300.0,79524.7734375,5333479
2020-04-01,82100.0,83200.0,78400.0,78400.0,74846.8515625,6845675
2020-04-02,78800.0,80000.0,76500.0,80000.0,76374.328125,5394371
2020-04-03,80000.0,80800.0,78500.0,79600.0,75992.46875,3755301
2020-04-06,81000.0,83300.0,80200.0,83100.0,79333.84375,5784159
2020-04-07,86600.0,86700.0,83700.0,85800.0,81911.484375,6188649
2020-04-08,85800.0,86500.0,84500.0,84500.0,80670.390625,3749575
2020-04-09,86200.0,86500.0,84500.0,85000.0,81147.734375,3555538
2020-04-10,84000.0,84400.0,83000.0,84100.0,80288.5078125,3675338
2020-04-13,83200.0,83400.0,81100.0,81400.0,77710.8828125,3615318
2020-04-14,82200.0,83700.0,81200.0,82300.0,78570.1015625,3344109
2020-04-16,80600.0,82300.0,80600.0,81300.0,77615.421875,4470072
2020-04-17,83600.0,85900.0,83200.0,84100.0,80288.5078125,6205624
2020-04-20,83900.0,83900.0,82000.0,82000.0,78283.6953125,5027876
2020-04-21,80600.0,82200.0,80200.0,81300.0,77615.421875,5090721
2020-04-22,80600.0,83900.0,80000.0,83900.0,80097.6015625,5335787
2020-04-23,85200.0,85200.0,82000.0,82600.0,78856.5,6519481
2020-04-24,82000.0,82500.0,80800.0,81400.0,77710.8828125,3193144
2020-04-27,81700.0,83200.0,81200.0,82600.0,78856.5,3235430
2020-04-28,82500.0,83900.0,82400.0,83400.0,79620.2421875,3205535
2020-04-29,83500.0,84800.0,82900.0,83700.0,79906.6484375,3750568
2020-05-04,82900.0,82900.0,80800.0,81000.0,77329.0078125,5280026
2020-05-06,82000.0,82500.0,80900.0,82400.0,78665.5703125,3351424
2020-05-07,82400.0,83400.0,81800.0,82400.0,78665.5703125,2660512
2020-05-08,83000.0,85500.0,83000.0,85000.0,81147.734375,5039635
2020-05-11,84500.0,85200.0,84100.0,84500.0,80670.390625,2800047
2020-05-12,84500.0,86500.0,83200.0,85700.0,81816.015625,3574409
2020-05-13,83500.0,84100.0,83000.0,83600.0,79811.15625,5371416
2020-05-14,82200.0,82500.0,80600.0,80600.0,76947.140625,6409652
2020-05-15,81500.0,82300.0,80700.0,81900.0,78188.2265625,4168866
2020-05-18,80400.0,81800.0,79200.0,81100.0,77424.5,5294177
2020-05-19,82400.0,83200.0,81700.0,82700.0,78951.9609375,4620614
2020-05-20,81900.0,84200.0,81800.0,84100.0,80288.5078125,3924403
2020-05-21,84900.0,84900.0,83200.0,83400.0,79620.2421875,2678953
2020-05-22,83100.0,83300.0,81000.0,81300.0,77615.421875,3471700
2020-05-25,81500.0,81800.0,80500.0,81400.0,77710.8828125,2850294
2020-05-26,80600.0,82100.0,80600.0,81900.0,78188.2265625,3040122
2020-05-27,81100.0,82700.0,81000.0,81400.0,77710.8828125,2946278
2020-05-28,84100.0,85400.0,82400.0,83900.0,80097.6015625,9227823
2020-05-29,82600.0,82700.0,81300.0,81500.0,77806.34375,6815185
2020-06-01,82100.0,83700.0,82100.0,83600.0,79811.15625,4205357
2020-06-02,82700.0,83600.0,82700.0,83300.0,79524.7734375,3114162
2020-06-03,83400.0,89200.0,83400.0,88700.0,84680.046875,11642239
2020-06-04,90000.0,91600.0,87100.0,87700.0,83725.375,6678244
2020-06-05,88500.0,90800.0,87700.0,90400.0,86302.984375,4000557
2020-06-08,93000.0,93000.0,90600.0,91000.0,86875.8125,3789382
2020-06-09,91000.0,92000.0,89100.0,89800.0,85730.203125,3410081
2020-06-10,89800.0,91100.0,89400.0,90800.0,86684.875,3045250
2020-06-11,89300.0,90300.0,87500.0,88500.0,84489.109375,5467344
2020-06-12,84500.0,85800.0,84500.0,85200.0,81338.6640625,4742329
2020-06-15,84100.0,86500.0,82000.0,82000.0,78283.6953125,4710114
2020-06-16,83400.0,85700.0,83300.0,85400.0,81529.609375,3518785
2020-06-17,84800.0,87400.0,83500.0,86800.0,82866.1484375,4160612
2020-06-18,86100.0,86800.0,85400.0,86200.0,82293.34375,2484147
2020-06-19,86500.0,87000.0,84500.0,85400.0,81529.609375,3216102
2020-06-22,84400.0,85900.0,84300.0,84900.0,81052.265625,2167216
2020-06-23,85600.0,86200.0,83900.0,84100.0,80288.5078125,2955819
2020-06-24,84200.0,87400.0,84000.0,86000.0,82102.40625,4079834
2020-06-25,84300.0,85600.0,84000.0,84300.0,80479.4609375,3397112
2020-06-26,86000.0,86100.0,84500.0,84600.0,80765.84375,2889494
2020-06-29,84000.0,85300.0,83500.0,83600.0,79811.15625,2932433
2020-06-30,86200.0,87300.0,85000.0,85100.0,81243.1875,4983607
2020-07-01,86800.0,87300.0,84900.0,85300.0,81434.125,2382552
2020-07-02,84800.0,85200.0,84000.0,84400.0,80574.9296875,3295340
2020-07-03,85000.0,85600.0,84500.0,85400.0,81529.609375,2195897
2020-07-06,86000.0,87000.0,85800.0,86000.0,82102.40625,2561766
2020-07-07,87300.0,87300.0,84600.0,84800.0,80956.78125,3196352
2020-07-08,83800.0,84900.0,83600.0,83700.0,79906.6484375,3523620
2020-07-09,84200.0,84600.0,83000.0,83000.0,79238.375,4002365
2020-07-10,83300.0,83500.0,82400.0,82800.0,79047.4375,2201557
2020-07-13,83100.0,83500.0,82500.0,83000.0,79238.375,2080934
2020-07-14,82600.0,82900.0,82000.0,82900.0,79142.8984375,2048671
2020-07-15,83100.0,83900.0,82900.0,83000.0,79238.375,3024429
2020-07-16,83000.0,83100.0,82300.0,82700.0,78951.9609375,2312310
2020-07-17,82700.0,83500.0,82600.0,82900.0,79142.8984375,1579078
2020-07-20,82800.0,83000.0,82100.0,82200.0,78474.625,2008624
2020-07-21,83400.0,84700.0,83000.0,84100.0,80288.5078125,4181015
2020-07-22,84100.0,84200.0,82900.0,83200.0,79429.3046875,2876295
2020-07-23,84000.0,84000.0,82300.0,82400.0,78665.5703125,3591647
2020-07-24,82300.0,83700.0,82200.0,83700.0,79906.6484375,3667416
2020-07-27,83100.0,84000.0,82800.0,82800.0,79047.4375,2784652
2020-07-28,83900.0,83900.0,82700.0,83100.0,79333.84375,4538720
2020-07-29,82900.0,83800.0,82600.0,83200.0,79429.3046875,3719681
2020-07-30,83300.0,86400.0,83000.0,85300.0,81434.125,6870841
2020-07-31,85700.0,86000.0,82800.0,82800.0,79047.4375,4848989
2020-08-03,82400.0,82600.0,81500.0,81800.0,78092.7578125,3483106
2020-08-04,81800.0,82500.0,81400.0,81600.0,77901.828125,3005937
2020-08-05,81200.0,81300.0,80500.0,80700.0,77042.6015625,4537005
2020-08-06,80700.0,81900.0,80700.0,81100.0,77424.5,3391939
2020-08-07,81200.0,81300.0,80000.0,80600.0,76947.140625,4946631
2020-08-10,80100.0,81900.0,79800.0,81400.0,77710.8828125,3277238
2020-08-11,81700.0,82000.0,81000.0,81300.0,77615.421875,3234013
2020-08-12,81100.0,81300.0,80200.0,81000.0,77329.0078125,3595828
2020-08-13,81900.0,82000.0,80300.0,80700.0,77042.6015625,4049387
2020-08-14,80200.0,81100.0,80100.0,80200.0,76565.2734375,2589552
2020-08-18,80000.0,80200.0,78000.0,78100.0,74560.4453125,4946279
2020-08-19,77300.0,78000.0,75000.0,75000.0,71600.9296875,8028305
2020-08-20,74400.0,74400.0,71300.0,71800.0,68545.9609375,7260223
2020-08-21,72800.0,77000.0,72500.0,74500.0,71123.59375,7700029
2020-08-24,74600.0,77200.0,73700.0,75500.0,72078.2890625,4298619
2020-08-25,76300.0,77700.0,75400.0,77000.0,73510.296875,3473488
2020-08-26,78000.0,79100.0,77100.0,78800.0,75228.7109375,4741965
2020-08-27,80200.0,80200.0,78800.0,79100.0,75515.1171875,4223450
2020-08-28,79500.0,79600.0,77700.0,77800.0,74274.046875,2511956
2020-08-31,78200.0,78800.0,75100.0,75100.0,71696.3984375,5113128
2020-09-01,75200.0,76500.0,75200.0,75200.0,71791.8671875,2538676
2020-09-02,75900.0,76400.0,74900.0,75500.0,72078.2890625,2369360
2020-09-03,77700.0,79700.0,77200.0,78700.0,75133.2578125,7002529
2020-09-04,76400.0,79400.0,76100.0,78700.0,75133.2578125,4582566
2020-09-07,78600.0,79500.0,77600.0,78400.0,74846.8515625,2786930
2020-09-08,78700.0,80000.0,78200.0,79400.0,75801.5234375,3380355
2020-09-09,77900.0,78400.0,77200.0,77300.0,73796.6875,3918435
2020-09-10,78000.0,78200.0,76600.0,76600.0,73128.421875,3541520
2020-09-11,76700.0,78500.0,76300.0,78400.0,74846.8515625,2831262
2020-09-14,79100.0,80100.0,78900.0,80000.0,76374.328125,4099644
2020-09-15,81300.0,82100.0,80200.0,81900.0,78188.2265625,5899410
2020-09-16,81700.0,82400.0,80500.0,81500.0,77806.34375,3119110
2020-09-17,81900.0,82900.0,81200.0,82200.0,78474.625,4055050
2020-09-18,82900.0,83900.0,82200.0,83700.0,79906.6484375,5199334
2020-09-21,83700.0,85000.0,83600.0,84500.0,80670.390625,4102947
2020-09-22,84400.0,84800.0,80200.0,81300.0,77615.421875,4139983
2020-09-23,82300.0,84800.0,80500.0,83600.0,79811.15625,4439085
2020-09-24,82800.0,85400.0,82300.0,84300.0,80479.4609375,6401560
2020-09-25,85800.0,85900.0,82200.0,82900.0,79142.8984375,3205596
2020-09-28,83400.0,83700.0,81300.0,82500.0,78761.0390625,3154068
2020-09-29,83100.0,84900.0,82200.0,84000.0,80193.0625,4707898
2020-10-05,83000.0,84100.0,82300.0,83200.0,79429.3046875,3396894
2020-10-06,84000.0,84200.0,82600.0,83000.0,79238.375,2750145
2020-10-07,82900.0,83700.0,82500.0,83400.0,79620.2421875,2254356
2020-10-08,84300.0,84500.0,82900.0,82900.0,79142.8984375,3330824
2020-10-12,83900.0,85500.0,83500.0,85500.0,81625.0703125,4464264
2020-10-13,85500.0,89000.0,84600.0,88200.0,84202.71875,6375448
2020-10-14,88000.0,88900.0,86100.0,86500.0,82579.75,3223767
