Date,yhat,yhat_lower,yhat_upper
2024-10-12,206785.78201231762,157541.00279166573,253084.45648432086
2024-10-13,206823.26423053138,155546.110865483,252631.49566077886
2024-10-14,206728.04140650417,156850.0491996183,253375.1532679669
2024-10-15,206995.92827223573,156145.93455795117,254966.82282292296
2024-10-16,206823.3342621588,153875.76997177894,253534.2350640131
2024-10-17,207123.66753174592,156445.87630860027,255024.34955584625
2024-10-18,207277.25869839964,154654.28369684197,254707.700625738
2024-10-19,207106.53218553145,154432.96714046953,256594.9244254634
2024-10-20,207173.89461835872,153379.54052350076,257781.20761468832
2024-10-21,207116.48316097356,154073.52936533003,258391.09189025758
2024-10-22,207430.58202574632,152692.73734312854,259616.197544892
2024-10-23,207312.80367923962,152288.47894017905,259782.3904466693
2024-10-24,207676.4863291886,153910.87694351922,259988.70660698586
2024-10-25,207901.6199896485,152860.5266847569,260041.09824896257
2024-10-26,207810.02870200123,153578.40806988656,259560.3127778276
2024-10-27,207963.277798493,150926.2782255217,260635.28985189347
2024-10-28,207997.4483022445,149735.0642699177,262609.1327090631
2024-10-29,208407.585696949,151396.4632418276,263018.1655524496
2024-10-30,208388.9184274696,150359.0977435177,263827.1641843546
2024-10-31,208853.29642899457,150090.61976738318,263762.5695216244
2024-11-01,209179.16061532366,147697.30115138105,265113.7396346438
2024-11-02,209186.76950305456,149936.1448125417,266487.62745736603
2024-11-03,209436.15046858805,148220.77465525625,265727.01728765026
2024-11-04,209561.91639689944,148878.99949304404,266295.42099813523
2024-11-05,210057.75371590455,149086.01588101027,267086.41151492123
2024-11-06,210117.67607051972,145548.3714160875,269532.47652630863
2024-11-07,210652.49299049837,148300.96254114833,269340.87111670745
2024-11-08,211039.8037277581,149459.39324229868,270471.401198224
2024-11-09,211099.24189222272,148042.97333907965,269101.9846655773
2024-11-10,211390.43805342572,146696.00067150244,270805.62145100976
2024-11-11,211547.84095886373,149896.37338391025,272745.5663558444
2024-11-12,212065.20347291342,146963.42272472536,272535.98546367855
2024-11-13,212136.8278072859,147138.89910810697,272165.44999393175
2024-11-14,212674.0199035641,148443.92777614287,273856.40747811686
2024-11-15,213055.0638160937,147028.4601352433,274858.64418355445
2024-11-16,213100.4425348362,146847.74169059988,276259.6343325764
2024-11-17,213370.77333180525,147548.75350692726,277327.1052004033
2024-11-18,213501.5992697289,145112.99958459538,276689.797066518
2024-11-19,213987.8439992712,146795.19753349625,277408.5956035376
2024-11-20,214025.02543719768,144537.71245026134,278636.77684402326
2024-11-21,214525.67917086073,145819.62669274298,280352.85651318316
2024-11-22,214869.3033529322,144097.34807956114,281287.0052150803
2024-11-23,214877.55234281629,143218.09355496112,281844.0840303412
2024-11-24,215112.1478715491,145481.88933591175,283563.6873024608
2024-11-25,215209.64991817088,142203.85665847443,283991.0099558282
2024-11-26,215665.89481570484,143417.99885851642,284672.2165737279
2024-11-27,215677.19640509147,141217.64320107864,286030.4583917085
2024-11-28,216156.76114136327,144184.7893059412,287421.31633367663
2024-11-29,216484.62881233185,142886.48403889153,286535.4809899059
2024-11-30,216482.86587104038,142295.86500021268,287147.90306277346
2024-12-01,216713.47976811952,141830.86301547525,286973.0023429945
2024-12-02,216813.1959673945,141533.10671772796,286512.88631417084
2024-12-03,217277.9045691475,141324.57119265085,289760.45153493545
2024-12-04,217303.87170502183,141692.73179167145,290603.27714912617
2024-12-05,217804.16592383105,142190.9903817273,292179.0220316395
2024-12-06,218158.6105438764,138640.6197872539,293256.1390959651
2024-12-07,218188.98831903157,139496.3446938122,291968.6439340223
2024-12-08,218456.96621052493,139935.6953636332,294631.13270121044
2024-12-09,218598.8814392578,135846.6553376125,293336.37354359543
2024-12-10,219110.19534291376,138218.64130324952,297728.4300695709
2024-12-11,219186.70992785177,138379.90123121598,298041.5630087025
2024-12-12,219740.99719975382,137614.94864431067,298223.09259792947
2024-12-13,220152.35225878507,136457.9070776398,299105.87203330715
2024-12-14,220241.99666275375,139205.76494834537,300648.09635962686
2024-12-15,220571.00014674314,138074.82144075207,300118.14714078954
2024-12-16,220775.0622992672,136105.39943581517,302569.4130807498
2024-12-17,221348.96125561892,137331.40216205502,302486.5366029717
2024-12-18,221487.76492322856,136988.66916685452,302547.22888784244
2024-12-19,222103.25550952033,137543.3662169198,303797.5062800637
2024-12-20,222573.87905555117,136622.25280616758,308293.67838808306
2024-12-21,222719.9471949073,137991.49196644855,305624.7012816489
2024-12-22,223101.55990677417,136081.1042646148,309054.6138113902
2024-12-23,223353.39147456994,136849.95695348104,309212.4208880344
2024-12-24,223969.14722049257,134783.36640717104,310147.6519470853
2024-12-25,224142.78690953506,134755.10988241166,311013.39220280596
2024-12-26,224784.96581513764,134162.44064991118,311165.4380420626
2024-12-27,225273.00519404587,135023.05720845438,314901.14616609144
2024-12-28,225426.11924152914,133831.92922981383,312294.46217433974
2024-12-29,225803.36694717078,135613.8913357373,313109.66464191076
2024-12-30,226038.4705122485,134134.10695358238,314783.4948542778
2024-12-31,226624.3071540109,134577.5034857522,314278.6734592141
2025-01-01,226754.16926456918,133699.45444107032,317396.4915478428
2025-01-02,227338.2428318201,133928.90180844362,316409.5182151296
2025-01-03,227753.61465457425,134572.35152627563,315375.8732939553
2025-01-04,227819.5341119915,131059.420423809,320579.60155512864
2025-01-05,228095.39654053608,133448.77676202485,321543.4167065127
2025-01-06,228215.58850092939,131285.67134207004,320671.830528004
2025-01-07,228674.00041684395,129343.73488337005,321661.0929004923
2025-01-08,228665.30029296433,129765.33729113794,322487.60147492116
2025-01-09,229101.41729085875,130270.8952483832,324616.28832061077
2025-01-10,229361.5447432476,131228.169497925,323146.02794155345
2025-01-11,229267.38763501492,128856.77636651364,324296.0877725258
2025-01-12,229381.121130015,128033.23275717118,326127.9836417616
2025-01-13,229340.2002407413,126700.27278035408,325952.95001962513
2025-01-14,229641.82624950545,126911.79250736296,328480.09583334904
2025-01-15,229484.16404283023,123416.5463312544,328482.0274603961
2025-01-16,229782.7599239774,125051.92322721245,329520.7839015352
2025-01-17,229920.47059829975,121116.55840748729,329621.34852910344
2025-01-18,229722.62978623615,125665.18110452582,328394.2422063178
2025-01-19,229754.9207564926,125373.84760870163,330130.0367144589
2025-01-20,229658.09684149685,124469.76023072193,330257.2538724612
2025-01-21,229932.35771597966,124429.25189542027,330805.83806296013
2025-01-22,229778.47792680786,122004.37709247785,331109.08297557774
2025-01-23,230114.13966031533,121946.47705506452,334508.01066331624
2025-01-24,230323.7828928034,119383.44841044329,333623.0211564289
2025-01-25,230233.70179140492,122573.0511570925,334343.5485586169
2025-01-26,230409.8579611363,121976.63464285905,335007.9339564906
2025-01-27,230492.5547247202,119630.80202910586,336099.2447071951
2025-01-28,230980.78209403437,119371.76616277828,336093.642496557
2025-01-29,231073.33048996268,117539.68002003417,341860.5490569035
2025-01-30,231685.12639938472,119065.6630156623,341267.1187389123
2025-01-31,232197.1039031595,118447.79885519484,340671.6406514718
2025-02-01,232431.34127761747,116180.83535436548,344081.7701041413
2025-02-02,232948.9331210098,118745.4530020551,344491.20000786317
2025-02-03,233384.74155271827,119201.61073048023,347071.46392015053
2025-02-04,234231.8350098307,119778.26864901416,347811.5688260978
2025-02-05,234682.7110804291,121491.40728753862,348254.22040474106
2025-02-06,235645.75448806555,120778.67329883251,349451.0469400308
2025-02-07,236495.24166970578,122477.51506212015,352629.7283905049
2025-02-08,237046.61829313368,120605.79764233304,353172.490943758
2025-02-09,237854.51700752566,117394.14293190681,354666.22204372945
2025-02-10,238547.6555900459,118922.09182226067,357457.9259618846
2025-02-11,239613.42048297063,121268.52863796397,358170.04048443836
2025-02-12,240239.228573972,120264.9690191571,356203.6462393466
2025-02-13,241329.11478283553,122005.67959857098,362956.041412054
2025-02-14,242253.8534752229,123076.4422983921,362858.22850801016
2025-02-15,242826.33684982473,122998.0238408505,366716.0058319796
2025-02-16,243599.67470422908,120679.91898347127,366749.1851551664
2025-02-17,244202.15324813162,121369.8226164178,364724.92675248184
2025-02-18,245121.8559326639,121474.5128951306,367738.9101881649
2025-02-19,245548.03765491207,121283.68340038498,368808.1318060848
2025-02-20,246387.69899042917,124189.71066403834,370828.7544577569
2025-02-21,247015.6681834856,120445.0395494591,373819.79098611156
